timestamp,image_id,preprocess_ms,inference_ms,total_ms
2026-05-01T18:33:36.566981,run_20260501_183332_img_0001,422.654,1865.149,2287.803
2026-05-01T18:33:38.604349,run_20260501_183332_img_0002,181.083,1798.373,1979.456
2026-05-01T18:33:40.570759,run_20260501_183332_img_0003,155.893,1769.116,1925.009
2026-05-01T18:33:42.513503,run_20260501_183332_img_0004,139.284,1767.114,1906.398
2026-05-01T18:33:44.472317,run_20260501_183332_img_0005,147.931,1774.05,1921.982
2026-05-01T18:33:46.428103,run_20260501_183332_img_0006,140.345,1776.576,1916.922
2026-05-01T18:33:48.400006,run_20260501_183332_img_0007,143.437,1794.09,1937.527
2026-05-01T18:33:50.376030,run_20260501_183332_img_0008,167.238,1772.079,1939.317
2026-05-01T18:33:52.327788,run_20260501_183332_img_0009,141.286,1771.036,1912.322
2026-05-01T18:33:54.272827,run_20260501_183332_img_0010,141.452,1766.719,1908.172
2026-05-01T18:33:56.239710,run_20260501_183332_img_0011,159.05,1772.453,1931.503
2026-05-01T18:33:58.185004,run_20260501_183332_img_0012,141.716,1768.315,1910.031
2026-05-01T18:34:00.169881,run_20260501_183332_img_0013,151.013,1770.065,1921.078
2026-05-01T18:34:02.128643,run_20260501_183332_img_0014,114.0,1772.404,1886.404
2026-05-01T18:34:04.085093,run_20260501_183332_img_0015,113.187,1792.776,1905.963
2026-05-01T18:34:06.040756,run_20260501_183332_img_0016,148.609,1767.19,1915.799
2026-05-01T18:34:07.995294,run_20260501_183332_img_0017,131.427,1781.597,1913.024
2026-05-01T18:34:09.930310,run_20260501_183332_img_0018,126.397,1767.336,1893.734
2026-05-01T18:34:11.861570,run_20260501_183332_img_0019,128.286,1765.892,1894.178
2026-05-01T18:34:13.802777,run_20260501_183332_img_0020,133.496,1769.119,1902.614
2026-05-01T18:34:15.742198,run_20260501_183332_img_0021,118.733,1768.139,1886.872
2026-05-01T18:34:17.683003,run_20260501_183332_img_0022,121.568,1772.048,1893.616
2026-05-01T18:34:19.622149,run_20260501_183332_img_0023,126.12,1768.329,1894.449
2026-05-01T18:34:21.568130,run_20260501_183332_img_0024,123.187,1768.99,1892.177
2026-05-01T18:34:23.515157,run_20260501_183332_img_0025,118.863,1774.59,1893.453
2026-05-01T18:34:25.471599,run_20260501_183332_img_0026,125.699,1776.382,1902.081
2026-05-01T18:34:27.473700,run_20260501_183332_img_0027,122.708,1782.654,1905.362
2026-05-01T18:34:29.484752,run_20260501_183332_img_0028,190.874,1772.194,1963.067
2026-05-01T18:34:31.497945,run_20260501_183332_img_0029,203.375,1770.307,1973.682
2026-05-01T18:34:33.509228,run_20260501_183332_img_0030,182.173,1783.527,1965.7
2026-05-01T18:34:35.529524,run_20260501_183332_img_0031,190.906,1776.917,1967.823
2026-05-01T18:34:37.562549,run_20260501_183332_img_0032,207.061,1779.816,1986.877
2026-05-01T18:34:39.561124,run_20260501_183332_img_0033,182.67,1772.62,1955.29
2026-05-01T18:34:41.574679,run_20260501_183332_img_0034,201.461,1771.913,1973.374
2026-05-01T18:34:43.567929,run_20260501_183332_img_0035,180.877,1775.525,1956.402
2026-05-01T18:34:45.565905,run_20260501_183332_img_0036,188.071,1772.213,1960.284
2026-05-01T18:34:47.585534,run_20260501_183332_img_0037,206.957,1773.289,1980.246
2026-05-01T18:34:49.577778,run_20260501_183332_img_0038,183.11,1766.596,1949.707
2026-05-01T18:34:51.598097,run_20260501_183332_img_0039,207.132,1765.585,1972.717
2026-05-01T18:34:53.600305,run_20260501_183332_img_0040,182.745,1774.731,1957.475
2026-05-01T18:34:55.615517,run_20260501_183332_img_0041,193.504,1774.248,1967.751
2026-05-01T18:34:57.628908,run_20260501_183332_img_0042,197.974,1772.23,1970.204
2026-05-01T18:34:59.632500,run_20260501_183332_img_0043,183.873,1778.687,1962.56
2026-05-01T18:35:01.643653,run_20260501_183332_img_0044,201.307,1767.078,1968.386
2026-05-01T18:35:03.642349,run_20260501_183332_img_0045,180.597,1778.998,1959.594
2026-05-01T18:35:05.640806,run_20260501_183332_img_0046,190.915,1768.781,1959.696
2026-05-01T18:35:07.654563,run_20260501_183332_img_0047,205.634,1767.152,1972.786
2026-05-01T18:35:09.651960,run_20260501_183332_img_0048,183.499,1773.494,1956.993
2026-05-01T18:35:11.665188,run_20260501_183332_img_0049,203.727,1767.023,1970.75
2026-05-01T18:35:13.651651,run_20260501_183332_img_0050,180.273,1764.989,1945.261
