timestamp,image_id,preprocess_ms,inference_ms,total_ms
2026-05-01T17:10:27.290340,run_20260501_171023_img_0001,422.398,1866.741,2289.139
2026-05-01T17:10:29.334818,run_20260501_171023_img_0002,180.672,1805.823,1986.495
2026-05-01T17:10:31.303360,run_20260501_171023_img_0003,159.566,1770.797,1930.363
2026-05-01T17:10:33.249320,run_20260501_171023_img_0004,137.848,1770.331,1908.179
2026-05-01T17:10:35.208228,run_20260501_171023_img_0005,147.548,1774.886,1922.434
2026-05-01T17:10:37.155273,run_20260501_171023_img_0006,139.789,1768.975,1908.764
2026-05-01T17:10:39.132352,run_20260501_171023_img_0007,142.236,1800.39,1942.626
2026-05-01T17:10:41.116028,run_20260501_171023_img_0008,170.552,1776.477,1947.029
2026-05-01T17:10:43.067495,run_20260501_171023_img_0009,141.311,1770.391,1911.702
2026-05-01T17:10:45.019092,run_20260501_171023_img_0010,143.433,1771.27,1914.703
2026-05-01T17:10:46.979801,run_20260501_171023_img_0011,155.186,1769.515,1924.701
2026-05-01T17:10:48.928120,run_20260501_171023_img_0012,141.015,1770.487,1911.502
2026-05-01T17:10:50.921533,run_20260501_171023_img_0013,148.468,1780.816,1929.284
2026-05-01T17:10:52.788711,run_20260501_171023_img_0014,113.742,1681.408,1795.15
2026-05-01T17:10:54.743459,run_20260501_171023_img_0015,115.388,1788.998,1904.386
2026-05-01T17:10:56.701208,run_20260501_171023_img_0016,144.026,1774.115,1918.14
2026-05-01T17:10:58.640403,run_20260501_171023_img_0017,124.518,1772.637,1897.154
2026-05-01T17:11:00.584255,run_20260501_171023_img_0018,124.526,1777.965,1902.491
2026-05-01T17:11:02.523624,run_20260501_171023_img_0019,124.219,1778.106,1902.325
2026-05-01T17:11:04.466250,run_20260501_171023_img_0020,122.25,1780.703,1902.952
2026-05-01T17:11:06.413029,run_20260501_171023_img_0021,118.772,1775.777,1894.549
2026-05-01T17:11:08.263474,run_20260501_171023_img_0022,121.218,1682.497,1803.715
2026-05-01T17:11:10.196604,run_20260501_171023_img_0023,118.167,1770.202,1888.369
2026-05-01T17:11:12.141394,run_20260501_171023_img_0024,120.202,1771.192,1891.394
2026-05-01T17:11:14.083438,run_20260501_171023_img_0025,120.674,1769.164,1889.837
2026-05-01T17:11:16.036909,run_20260501_171023_img_0026,126.285,1771.585,1897.87
2026-05-01T17:11:18.031905,run_20260501_171023_img_0027,120.94,1777.082,1898.022
2026-05-01T17:11:20.033931,run_20260501_171023_img_0028,179.721,1774.498,1954.218
2026-05-01T17:11:22.051242,run_20260501_171023_img_0029,205.612,1772.085,1977.697
2026-05-01T17:11:24.049121,run_20260501_171023_img_0030,182.187,1769.945,1952.132
2026-05-01T17:11:26.070439,run_20260501_171023_img_0031,191.183,1777.703,1968.886
2026-05-01T17:11:28.095274,run_20260501_171023_img_0032,206.347,1772.444,1978.791
2026-05-01T17:11:30.096664,run_20260501_171023_img_0033,182.637,1775.299,1957.936
2026-05-01T17:11:32.107060,run_20260501_171023_img_0034,201.282,1768.831,1970.113
2026-05-01T17:11:34.096395,run_20260501_171023_img_0035,179.994,1771.91,1951.904
2026-05-01T17:11:36.100871,run_20260501_171023_img_0036,188.813,1777.836,1966.649
2026-05-01T17:11:38.132538,run_20260501_171023_img_0037,206.018,1785.724,1991.742
2026-05-01T17:11:40.130823,run_20260501_171023_img_0038,181.342,1774.513,1955.855
2026-05-01T17:11:42.150637,run_20260501_171023_img_0039,204.501,1767.317,1971.818
